# Wavelength	Flux_normalized	Order
3795.51000000 4.12810636 5
3795.54000000 2.39711583 5
3795.57000000 5.60543903 5
3795.60000000 7.42063023 5
3795.63000000 2.03857315 5
3795.66000000 -1.01604735 5
3795.69000000 -0.31238753 5
3795.72000000 -2.03418833 5
3795.75000000 -2.11284508 5
3795.78000000 5.09610724 5
3795.81000000 1.99372380 5
3795.84000000 -1.18800210 5
3795.87000000 -3.34106708 5
3795.90000000 -2.21081247 5
3795.93000000 4.37196571 5
3795.96000000 -0.48318721 5
3795.99000000 0.16109555 5
3796.02000000 4.36672577 5
3796.05000000 6.24768217 5
3796.08000000 -0.33427622 5
3796.11000000 0.64558901 5
3796.14000000 2.57327883 5
3796.17000000 3.07121947 5
3796.20000000 1.65690257 5
3796.23000000 -0.52649779 5
3796.26000000 -1.60012130 5
3796.29000000 0.52401781 5
3796.32000000 2.21137154 5
3796.35000000 -0.31864467 5
3796.38000000 1.90930816 5
3796.41000000 3.03436298 5
3796.44000000 3.52284457 5
3796.47000000 3.56004786 5
3796.50000000 2.64049026 5
3796.53000000 -1.68541492 5
3796.56000000 -1.57983538 5
3796.59000000 1.35344030 5
3796.62000000 4.12229061 5
3796.65000000 4.00424905 5
3796.68000000 0.22256274 5
3796.71000000 -2.61277139 5
3796.74000000 -2.22676079 5
3796.77000000 0.78954196 5
3796.80000000 1.49800313 5
3796.83000000 0.40638874 5
3796.86000000 -0.25293931 5
3796.89000000 1.28293656 5
3796.92000000 4.34296731 5
3796.95000000 0.77949706 5
3796.98000000 0.90431437 5
3797.01000000 3.73649755 5
3797.04000000 5.12947513 5
3797.07000000 1.48373940 5
3797.10000000 2.84693530 5
3797.13000000 0.95056949 5
3797.16000000 1.14254446 5
3797.19000000 2.66424190 5
3797.22000000 -1.21772621 5
3797.25000000 -1.43376601 5
3797.28000000 -0.77873843 5
3797.31000000 -0.34909106 5
3797.34000000 0.16703491 5
3797.37000000 2.63345266 5
3797.40000000 -0.20576150 5
3797.43000000 0.04178793 5
3797.46000000 1.58811254 5
3797.49000000 1.69188213 5
3797.52000000 2.49231566 5
3797.55000000 2.96786287 5
3797.58000000 3.01140189 5
3797.61000000 2.36471824 5
3797.64000000 0.68640389 5
3797.67000000 -2.79230869 5
3797.70000000 -1.58390712 5
3797.73000000 0.64100247 5
3797.76000000 0.20497873 5
3797.79000000 -4.00465016 5
3797.82000000 0.31256434 5
3797.85000000 -1.21848748 5
3797.88000000 -1.11059157 5
3797.91000000 2.28710820 5
3797.94000000 3.20552965 5
3797.97000000 3.70929394 5
3798.00000000 2.96874284 5
3798.03000000 1.87654248 5
3798.06000000 0.79951168 5
3798.09000000 -0.99858197 5
3798.12000000 -1.44924885 5
3798.15000000 -0.87751170 5
3798.18000000 -0.98593122 5
3798.21000000 -2.09122538 5
3798.24000000 -0.77297411 5
3798.27000000 0.48948152 5
3798.30000000 0.65455068 5
3798.33000000 0.65961326 5
3798.36000000 1.47300575 5
3798.39000000 1.36341424 5
3798.42000000 2.39388484 5
3798.45000000 1.54503461 5
3798.48000000 1.10077218 5
3798.51000000 4.13350815 5
3798.54000000 0.96354176 5
3798.57000000 2.18048117 5
3798.60000000 2.57116062 5
3798.63000000 0.68012479 5
3798.66000000 -0.59117955 5
3798.69000000 2.95080151 5
3798.72000000 2.66196969 5
3798.75000000 1.38212533 5
3798.78000000 1.50394048 5
3798.81000000 2.75109565 5
3798.84000000 1.12924489 5
3798.87000000 4.07312145 5
3798.90000000 5.23705328 5
3798.93000000 1.59827655 5
3798.96000000 0.17872942 5
3798.99000000 -0.80452279 5
3799.02000000 2.47255370 5
3799.05000000 5.14743816 5
3799.08000000 2.95687001 5
3799.11000000 -0.79990327 5
3799.14000000 0.64632554 5
3799.17000000 2.48092310 5
3799.20000000 2.93766587 5
3799.23000000 2.65456218 5
3799.26000000 5.58095656 5
3799.29000000 5.14463526 5
3799.32000000 3.45625665 5
3799.35000000 1.94851398 5
3799.38000000 1.48821021 5
3799.41000000 3.48782350 5
3799.44000000 2.38801969 5
3799.47000000 0.57742041 5
3799.50000000 0.59550868 5
3799.53000000 3.51855191 5
3799.56000000 3.11392183 5
3799.59000000 1.15439150 5
3799.62000000 1.51474974 5
3799.65000000 3.48044126 5
3799.68000000 2.03291990 5
3799.71000000 4.00207657 5
3799.74000000 2.53415103 5
3799.77000000 0.58345635 5
3799.80000000 0.72539790 5
3799.83000000 2.34117670 5
3799.86000000 2.92150571 5
3799.89000000 3.47559945 5
3799.92000000 3.49289008 5
3799.95000000 3.01342703 5
3799.98000000 3.69188779 5
3800.01000000 1.64725140 5
3800.04000000 2.16541743 5
3800.07000000 3.70602382 5
3800.10000000 3.34954674 5
3800.13000000 0.79520907 5
3800.16000000 -0.21683503 5
3800.19000000 0.64026117 5
3800.22000000 1.10902822 5
3800.25000000 -0.44723496 5
3800.28000000 0.37805942 5
3800.31000000 0.68917110 5
3800.34000000 0.83957186 5
3800.37000000 1.15058307 5
3800.40000000 1.38796139 5
3800.43000000 -1.16035284 5
3800.46000000 -0.39394420 5
3800.49000000 1.01225232 5
3800.52000000 1.66264340 5
3800.55000000 1.60000067 5
3800.58000000 0.45478783 5
3800.61000000 1.22047528 5
3800.64000000 2.13966299 5
3800.67000000 1.80570927 5
3800.70000000 0.05040702 5
3800.73000000 0.04367236 5
3800.76000000 -0.42215225 5
3800.79000000 0.44631904 5
3800.82000000 2.66694914 5
3800.85000000 3.67253725 5
3800.88000000 3.24377961 5
3800.91000000 4.56487594 5
3800.94000000 4.46275227 5
3800.97000000 1.93853107 5
3801.00000000 0.91229442 5
3801.03000000 0.86524969 5
3801.06000000 0.73868081 5
3801.09000000 2.33312265 5
3801.12000000 4.65590114 5
3801.15000000 0.68785324 5
3801.18000000 0.63564412 5
3801.21000000 0.29919272 5
3801.24000000 0.30595436 5
3801.27000000 1.54844462 5
3801.30000000 2.12014480 5
3801.33000000 0.89062011 5
3801.36000000 1.36674252 5
3801.39000000 1.69945996 5
3801.42000000 0.15356055 5
3801.45000000 1.60080016 5
3801.48000000 2.31804520 5
3801.51000000 0.48099149 5
3801.54000000 -0.18394015 5
3801.57000000 3.11480256 5
3801.60000000 0.14906503 5
3801.63000000 0.35743157 5
3801.66000000 0.67810172 5
3801.69000000 0.35758830 5
3801.72000000 0.28189877 5
3801.75000000 1.21120530 5
3801.78000000 2.88570980 5
3801.81000000 1.81373461 5
3801.84000000 -0.05854912 5
3801.87000000 1.50882954 5
3801.90000000 1.52537250 5
3801.93000000 0.09863596 5
3801.96000000 1.04927555 5
3801.99000000 3.17911531 5
3802.02000000 2.11063234 5
3802.05000000 2.55904533 5
3802.08000000 1.32326719 5
3802.11000000 2.15456299 5
3802.14000000 4.03081740 5
3802.17000000 1.89670999 5
3802.20000000 2.04084795 5
3802.23000000 2.73842834 5
3802.26000000 2.78910697 5
3802.29000000 2.12849510 5
3802.32000000 1.80544510 5
3802.35000000 0.95783968 5
3802.38000000 0.77687475 5
3802.41000000 1.24210369 5
3802.44000000 1.64439793 5
3802.47000000 0.84921992 5
3802.50000000 -0.29339081 5
3802.53000000 0.97723290 5
3802.56000000 2.35221358 5
3802.59000000 2.13196695 5
3802.62000000 1.26273236 5
3802.65000000 3.66536169 5
3802.68000000 3.35334125 5
3802.71000000 2.63527574 5
3802.74000000 3.17425293 5
3802.77000000 2.36553022 5
3802.80000000 2.15302323 5
3802.83000000 2.40068064 5
3802.86000000 3.03833294 5
3802.89000000 3.80582254 5
3802.92000000 4.14067081 5
3802.95000000 4.17741175 5
3802.98000000 3.03743624 5
3803.01000000 2.51905719 5
3803.04000000 3.27855960 5
3803.07000000 1.94546576 5
3803.10000000 1.86179700 5
3803.13000000 1.94601647 5
3803.16000000 1.71666276 5
3803.19000000 1.19797676 5
3803.22000000 1.08697604 5
3803.25000000 1.11055643 5
3803.28000000 1.45055677 5
3803.31000000 1.07883992 5
3803.34000000 0.32760030 5
3803.37000000 4.16981867 5
3803.40000000 4.15662372 5
3803.43000000 4.14931981 5
3803.46000000 4.21606295 5
3803.49000000 3.37891499 5
3803.52000000 2.49122581 5
3803.55000000 1.25433454 5
3803.58000000 1.27566075 5
3803.61000000 2.29130375 5
3803.64000000 3.00248745 5
3803.67000000 1.74871854 5
3803.70000000 1.77847591 5
3803.73000000 1.87410893 5
3803.76000000 1.67410691 5
3803.79000000 1.38154893 5
3803.82000000 1.44316335 5
3803.85000000 1.33898202 5
3803.88000000 0.76934060 5
3803.91000000 0.36378683 5
3803.94000000 0.83269286 5
3803.97000000 1.50345506 5
3804.00000000 0.77774654 5
3804.03000000 1.14985044 5
3804.06000000 2.09485224 5
3804.09000000 2.00070161 5
3804.12000000 2.07748837 5
3804.15000000 1.54182411 5
3804.18000000 2.04653391 5
3804.21000000 2.68934654 5
3804.24000000 1.90417205 5
3804.27000000 1.69648168 5
3804.30000000 2.88552393 5
3804.33000000 4.02776143 5
3804.36000000 4.00983438 5
3804.39000000 2.90812747 5
3804.42000000 4.51997932 5
3804.45000000 3.77635706 5
3804.48000000 2.54524532 5
3804.51000000 1.58219084 5
3804.54000000 0.85258661 5
3804.57000000 1.08778148 5
3804.60000000 0.77910653 5
3804.63000000 0.80029342 5
3804.66000000 1.19970457 5
3804.69000000 1.45526704 5
3804.72000000 1.29665078 5
3804.75000000 1.11031378 5
3804.78000000 1.84771361 5
3804.81000000 2.52003165 5
3804.84000000 1.73617306 5
3804.87000000 2.15472927 5
3804.90000000 0.99645475 5
3804.93000000 1.14234335 5
3804.96000000 1.89245958 5
3804.99000000 0.74430836 5
3805.02000000 -1.45459021 5
3805.05000000 -0.58414190 5
3805.08000000 -0.31453979 5
3805.11000000 -0.15510614 5
3805.14000000 1.76775793 5
3805.17000000 -0.50379445 5
3805.20000000 0.19028781 5
3805.23000000 0.90858853 5
3805.26000000 0.94350523 5
3805.29000000 1.15435192 5
3805.32000000 1.07741976 5
3805.35000000 0.78851504 5
3805.38000000 1.45564196 5
3805.41000000 1.94769784 5
3805.44000000 0.73731091 5
3805.47000000 1.04557107 5
3805.50000000 0.96606042 5
3805.53000000 0.43622492 5
3805.56000000 -0.05228540 5
3805.59000000 -0.07347749 5
3805.62000000 -0.72732913 5
3805.65000000 -0.40546997 5
3805.68000000 0.19000898 5
3805.71000000 0.50828127 5
3805.74000000 0.45606533 5
3805.77000000 1.14959963 5
3805.80000000 -0.61996083 5
3805.83000000 -0.79187525 5
3805.86000000 0.18695279 5
3805.89000000 -0.10831890 5
3805.92000000 -0.91522958 5
3805.95000000 -0.15284441 5
3805.98000000 0.47632421 5
3806.01000000 0.47734961 5
3806.04000000 0.26206838 5
3806.07000000 0.65002820 5
3806.10000000 1.06472743 5
3806.13000000 1.55240116 5
3806.16000000 1.13431304 5
3806.19000000 -0.37601526 5
3806.22000000 1.03997764 5
3806.25000000 1.59094882 5
3806.28000000 1.68388677 5
3806.31000000 1.55090086 5
3806.34000000 1.21717862 5
3806.37000000 0.41234224 5
3806.40000000 0.53529220 5
3806.43000000 0.87693115 5
3806.46000000 0.95769750 5
3806.49000000 0.55246697 5
3806.52000000 -0.25706302 5
3806.55000000 -0.25942148 5
3806.58000000 0.10309341 5
3806.61000000 0.48313574 5
3806.64000000 0.56360427 5
3806.67000000 -0.01006078 5
3806.70000000 -0.01259631 5
3806.73000000 0.73583855 5
3806.76000000 1.66555485 5
3806.79000000 2.09755727 5
3806.82000000 1.79955678 5
3806.85000000 1.08387504 5
3806.88000000 1.69947360 5
3806.91000000 1.72824590 5
3806.94000000 0.20189577 5
3806.97000000 0.44457437 5
3807.00000000 0.00237411 5
3807.03000000 0.56944683 5
3807.06000000 0.91523962 5
3807.09000000 0.32172465 5
3807.12000000 0.44937087 5
3807.15000000 -0.89204315 5
3807.18000000 -0.20488461 5
3807.21000000 0.70342861 5
3807.24000000 0.72318170 5
3807.27000000 1.96831307 5
3807.30000000 3.18927383 5
3807.33000000 3.74745125 5
3807.36000000 3.51556640 5
3807.39000000 2.81294115 5
3807.42000000 2.28429571 5
3807.45000000 1.25418908 5
3807.48000000 0.40841419 5
3807.51000000 0.59396896 5
3807.54000000 1.53540603 5
3807.57000000 1.71600041 5
3807.60000000 1.49872783 5
3807.63000000 0.86461830 5
3807.66000000 1.50083994 5
3807.69000000 2.90193522 5
3807.72000000 2.45529280 5
3807.75000000 2.23008972 5
3807.78000000 1.61630909 5
3807.81000000 1.59826800 5
3807.84000000 1.94068927 5
3807.87000000 1.47960395 5
3807.90000000 1.77514980 5
3807.93000000 1.75488817 5
3807.96000000 1.52598803 5
3807.99000000 1.19325302 5
3808.02000000 0.76107243 5
3808.05000000 0.08343456 5
3808.08000000 0.72089702 5
3808.11000000 1.74511913 5
3808.14000000 1.79974246 5
3808.17000000 0.31712722 5
3808.20000000 0.50371114 5
3808.23000000 2.31280804 5
3808.26000000 2.72017077 5
3808.29000000 1.92826934 5
3808.32000000 1.71989161 5
3808.35000000 2.29471990 5
3808.38000000 1.08370032 5
3808.41000000 1.40101033 5
3808.44000000 2.49025949 5
3808.47000000 2.54401468 5
3808.50000000 2.76424927 5
3808.53000000 2.84264034 5
3808.56000000 2.50796270 5
3808.59000000 2.56373963 5
3808.62000000 3.19785802 5
3808.65000000 2.31979184 5
3808.68000000 2.67589888 5
3808.71000000 2.71853065 5
3808.74000000 2.33253640 5
3808.77000000 1.78518306 5
3808.80000000 1.20259036 5
3808.83000000 2.32962267 5
3808.86000000 2.87002346 5
3808.89000000 2.47696639 5
3808.92000000 1.88754271 5
3808.95000000 2.44376993 5
3808.98000000 2.20356736 5
3809.01000000 1.67830977 5
3809.04000000 1.36063909 5
3809.07000000 1.32259820 5
3809.10000000 1.10581950 5
3809.13000000 0.14313181 5
3809.16000000 0.54788447 5
3809.19000000 1.11673603 5
3809.22000000 1.21326943 5
3809.25000000 1.25165389 5
3809.28000000 1.44223532 5
3809.31000000 1.49771594 5
3809.34000000 1.68506525 5
3809.37000000 1.79911870 5
3809.40000000 1.41836410 5
3809.43000000 1.09681349 5
3809.46000000 0.66317727 5
3809.49000000 0.63931153 5
3809.52000000 0.99054995 5
3809.55000000 1.45583372 5
3809.58000000 2.42568380 5
3809.61000000 2.22889750 5
3809.64000000 2.36692146 5
3809.67000000 2.19722538 5
3809.70000000 1.04880315 5
3809.73000000 1.19073407 5
3809.76000000 1.22710409 5
3809.79000000 1.34767070 5
3809.82000000 1.44955413 5
3809.85000000 1.63259383 5
3809.88000000 2.58222662 5
3809.91000000 3.10701497 5
3809.94000000 3.65349931 5
3809.97000000 3.53047695 5
3810.00000000 2.79089474 5
3810.03000000 2.97937064 5
3810.06000000 2.81378622 5
3810.09000000 3.07251509 5
3810.12000000 3.00636003 5
3810.15000000 2.38472693 5
3810.18000000 1.88645016 5
3810.21000000 1.06945913 5
3810.24000000 1.30653597 5
3810.27000000 1.20070648 5
3810.30000000 0.80723489 5
3810.33000000 1.42039703 5
3810.36000000 1.27248514 5
3810.39000000 1.21230042 5
3810.42000000 1.26548855 5
3810.45000000 1.43823701 5
3810.48000000 1.68847884 5
3810.51000000 1.69058256 5
3810.54000000 1.28541127 5
3810.57000000 1.42678765 5
3810.60000000 1.70172279 5
3810.63000000 1.52181500 5
3810.66000000 2.02285426 5
3810.69000000 1.61020718 5
3810.72000000 1.81296628 5
3810.75000000 2.38513012 5
3810.78000000 2.69502446 5
3810.81000000 2.83553245 5
3810.84000000 2.05939857 5
3810.87000000 1.85473631 5
3810.90000000 2.03031520 5
3810.93000000 2.05473946 5
3810.96000000 1.68975255 5
3810.99000000 1.44821715 5
3811.02000000 2.01531301 5
3811.05000000 2.56681338 5
3811.08000000 2.55232190 5
3811.11000000 2.12499160 5
3811.14000000 1.66377010 5
3811.17000000 2.10978298 5
3811.20000000 1.99970649 5
3811.23000000 1.30700192 5
3811.26000000 1.10899654 5
3811.29000000 0.88070114 5
3811.32000000 1.07834595 5
3811.35000000 0.43548879 5
3811.38000000 -0.21769704 5
3811.41000000 0.26848622 5
3811.44000000 -0.08911336 5
3811.47000000 -0.04699994 5
3811.50000000 0.19567279 5
3811.53000000 0.40953241 5
3811.56000000 0.43100155 5
3811.59000000 0.26801320 5
3811.62000000 1.28630986 5
3811.65000000 1.99457287 5
3811.68000000 1.82370511 5
3811.71000000 1.20699706 5
3811.74000000 1.42273170 5
3811.77000000 0.24020912 5
3811.80000000 0.08238889 5
3811.83000000 0.44667624 5
3811.86000000 0.67654758 5
3811.89000000 0.55363613 5
3811.92000000 -0.18605152 5
3811.95000000 0.05139900 5
3811.98000000 0.38410792 5
3812.01000000 0.54564751 5
3812.04000000 0.78465488 5
3812.07000000 0.61218025 5
3812.10000000 0.74227945 5
3812.13000000 1.20687986 5
3812.16000000 1.63621782 5
3812.19000000 1.67165522 5
3812.22000000 1.51039500 5
3812.25000000 1.39272720 5
3812.28000000 1.61107692 5
3812.31000000 1.33413231 5
3812.34000000 0.50557986 5
3812.37000000 0.96791332 5
3812.40000000 0.33885400 5
3812.43000000 0.80104665 5
3812.46000000 1.19137809 5
3812.49000000 1.07085480 5
3812.52000000 1.57121448 5
3812.55000000 1.64982827 5
3812.58000000 1.85877200 5
3812.61000000 1.99060220 5
3812.64000000 2.06235999 5
3812.67000000 2.21810314 5
3812.70000000 1.91699395 5
3812.73000000 1.86624703 5
3812.76000000 1.62604314 5
3812.79000000 1.25137010 5
3812.82000000 1.07313082 5
3812.85000000 1.29346946 5
3812.88000000 0.76959590 5
3812.91000000 0.31023309 5
3812.94000000 0.20106407 5
3812.97000000 0.20505853 5
3813.00000000 -0.36722823 5
3813.03000000 0.54594964 5
3813.06000000 0.49098802 5
3813.09000000 0.24549854 5
3813.12000000 0.48057050 5
3813.15000000 0.78227181 5
3813.18000000 0.26606499 5
3813.21000000 0.92140829 5
3813.24000000 1.21579862 5
3813.27000000 0.86282385 5
3813.30000000 0.70124038 5
3813.33000000 0.35060791 5
3813.36000000 0.75835526 5
3813.39000000 1.35393075 5
3813.42000000 1.43353912 5
3813.45000000 0.94615249 5
3813.48000000 1.51988401 5
3813.51000000 1.78154107 5
3813.54000000 1.54636939 5
3813.57000000 0.98980204 5
3813.60000000 0.66009382 5
3813.63000000 1.31770986 5
3813.66000000 1.35619430 5
3813.69000000 1.09111819 5
3813.72000000 1.06909956 5
3813.75000000 1.12767175 5
3813.78000000 0.58920720 5
3813.81000000 0.73200917 5
3813.84000000 1.14195344 5
3813.87000000 0.93182334 5
3813.90000000 0.54469063 5
3813.93000000 0.72332243 5
3813.96000000 -0.07981239 5
3813.99000000 0.27367109 5
3814.02000000 0.44545804 5
3814.05000000 0.49710279 5
3814.08000000 0.73351244 5
3814.11000000 0.66191174 5
3814.14000000 0.04906203 5
3814.17000000 0.33556987 5
3814.20000000 0.42302707 5
3814.23000000 0.02775121 5
3814.26000000 0.41610773 5
3814.29000000 0.03684488 5
3814.32000000 0.34966975 5
3814.35000000 0.47834693 5
3814.38000000 0.17428917 5
3814.41000000 -0.06234376 5
3814.44000000 0.28909395 5
3814.47000000 0.57885406 5
3814.50000000 0.59069246 5
3814.53000000 0.58330218 5
3814.56000000 0.72997699 5
3814.59000000 0.48631426 5
3814.62000000 0.78339491 5
3814.65000000 0.71624306 5
3814.68000000 0.42733871 5
3814.71000000 0.41882816 5
3814.74000000 1.05521119 5
3814.77000000 0.52576261 5
3814.80000000 0.18885674 5
3814.83000000 0.15983807 5
3814.86000000 0.44588435 5
3814.89000000 0.97671878 5
3814.92000000 1.12726863 5
3814.95000000 1.04716657 5
3814.98000000 1.03690573 5
3815.01000000 1.08730398 5
3815.04000000 1.18748377 5
3815.07000000 1.73589834 5
3815.10000000 0.87618509 5
3815.13000000 1.19127220 5
3815.16000000 1.36437873 5
3815.19000000 0.67089418 5
3815.22000000 0.73838100 5
3815.25000000 0.78144785 5
3815.28000000 0.87532099 5
3815.31000000 0.97691988 5
3815.34000000 1.09966849 5
3815.37000000 1.20036912 5
3815.40000000 0.63271301 5
3815.43000000 1.19499749 5
3815.46000000 1.36869897 5
3815.49000000 1.18078476 5
3815.52000000 1.25835237 5
3815.55000000 1.50657044 5
3815.58000000 1.37899640 5
3815.61000000 1.35350399 5
3815.64000000 1.62842700 5
3815.67000000 1.81772932 5
3815.70000000 1.13355865 5
3815.73000000 1.33867555 5
3815.76000000 1.56608073 5
3815.79000000 1.73227691 5
3815.82000000 1.68973282 5
3815.85000000 1.36817417 5
3815.88000000 1.45764849 5
3815.91000000 1.59085976 5
3815.94000000 1.15811952 5
3815.97000000 0.87342609 5
3816.00000000 1.24671520 5
3816.03000000 1.13114842 5
3816.06000000 0.73068071 5
3816.09000000 0.61288765 5
3816.12000000 0.43393630 5
3816.15000000 0.26706733 5
3816.18000000 0.74606504 5
3816.21000000 1.17976069 5
3816.24000000 0.70508690 5
3816.27000000 0.43940353 5
3816.30000000 0.55674393 5
3816.33000000 0.60349562 5
3816.36000000 0.69532546 5
3816.39000000 0.95969192 5
3816.42000000 1.24719546 5
3816.45000000 1.14366263 5
3816.48000000 0.76085881 5
3816.51000000 1.09786857 5
3816.54000000 0.92930503 5
3816.57000000 1.25903816 5
3816.60000000 1.37164901 5
3816.63000000 0.87404134 5
3816.66000000 0.12567865 5
3816.69000000 0.20457748 5
3816.72000000 0.35045332 5
3816.75000000 0.32411662 5
3816.78000000 0.25612362 5
3816.81000000 0.37451469 5
3816.84000000 0.67780261 5
3816.87000000 1.37205729 5
3816.90000000 1.05600165 5
3816.93000000 0.75269271 5
3816.96000000 1.01971719 5
3816.99000000 1.05090473 5
3817.02000000 1.00742266 5
3817.05000000 0.86767420 5
3817.08000000 0.74307567 5
3817.11000000 0.73580733 5
3817.14000000 0.88115176 5
3817.17000000 1.07934600 5
3817.20000000 0.81836581 5
3817.23000000 0.88662850 5
3817.26000000 0.83554811 5
3817.29000000 0.48941622 5
3817.32000000 0.78315782 5
3817.35000000 0.66729442 5
3817.38000000 0.54657493 5
3817.41000000 0.73359873 5
3817.44000000 0.96012814 5
3817.47000000 0.71414167 5
3817.50000000 0.71345407 5
3817.53000000 0.82672287 5
3817.56000000 0.71608988 5
3817.59000000 0.57831862 5
3817.62000000 0.66392775 5
3817.65000000 0.77343633 5
3817.68000000 0.95987985 5
3817.71000000 0.64959226 5
3817.74000000 0.56250288 5
3817.77000000 0.79836501 5
3817.80000000 0.62265749 5
3817.83000000 0.44115599 5
3817.86000000 0.61150122 5
3817.89000000 0.58755976 5
3817.92000000 0.54617895 5
3817.95000000 0.69150102 5
3817.98000000 0.11466941 5
3818.01000000 0.26635168 5
3818.04000000 0.35371178 5
3818.07000000 0.20475796 5
3818.10000000 0.12914495 5
3818.13000000 0.63054022 5
3818.16000000 0.71024395 5
3818.19000000 0.44144395 5
3818.22000000 0.32388818 5
3818.25000000 0.41669219 5
3818.28000000 0.48766215 5
3818.31000000 0.48996032 5
3818.34000000 0.50969127 5
3818.37000000 0.63311500 5
3818.40000000 0.70331725 5
3818.43000000 0.58449845 5
3818.46000000 0.33093363 5
3818.49000000 0.35031345 5
